Name,Score,Genres,Type,Episodes,Aired,Premiered,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,"Apr 7, 2005 to Jun 30, 2005",Spring 2005,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4203.0,1215,121063,1632,4134,81173,4010,8783,22963
Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,"Oct 8, 2005 to Sep 23, 2006",Fall 2005,Production I.G,Original,24 min. per ep.,R - 17+ (violence & profanity),1116.0,431,317767,4623,17892,163002,20855,20329,95689
Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24,"Oct 7, 2005 to Mar 31, 2006",Fall 2005,Gonzo,Original,23 min. per ep.,R - 17+ (violence & profanity),2447.0,3233,25666,124,1098,13419,1462,1473,8214
Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,"Apr 9, 2002 to Aug 30, 2003",Spring 2002,Studio Pierrot,Novel,25 min. per ep.,PG-13 - Teens 13 or older,464.0,1266,113627,2261,6948,41705,5871,4897,54206
Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,"Jul 4, 2001 to Sep 25, 2002",Summer 2001,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,853.0,477,294021,3672,11999,208822,11722,13069,48409
X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,1804.0,1818,69684,796,2710,39454,3274,3006,21240
Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3708.0,1208,121120,601,5607,74264,5159,7468,28622
Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2178.0,2170,53511,663,2234,22274,1941,2716,24346
Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,"Gainax, J.C.Staff",Manga,23 min. per ep.,PG-13 - Teens 13 or older,6657.0,3975,16632,43,785,6788,751,1212,7096
"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,AIC,Original,25 min. per ep.,R - 17+ (violence & profanity),1140.0,1309,108100,1018,4451,39741,3252,2434,58222
Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,Gonzo,Manga,24 min. per ep.,R - 17+ (violence & profanity),2186.0,2251,50151,307,2172,26653,2370,2148,16808
Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Madhouse,Manga,24 min. per ep.,G - All Ages,3863.0,3626,20422,104,743,11980,1103,1557,5039
Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,Studio Pierrot,Game,20 min. per ep.,PG - Children,6015.0,5874,6378,20,196,4024,223,447,1488
RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,1820.0,1395,100343,949,4101,46207,4534,4203,41298
Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,Gonzo,Other,26 min. per ep.,PG-13 - Teens 13 or older,1646.0,1295,110124,744,4453,67372,4951,4474,28874
Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,Bones,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1861.0,1637,81917,433,3417,42524,3547,3269,29160
s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1969.0,1787,72311,673,2428,44099,2630,2840,20314
Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,J.C.Staff,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),3970.0,1086,135721,654,5080,77659,3687,4104,45191
Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,92.0,728,201203,5471,15530,108713,12179,7862,56919
Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,Hal Film Maker,Original,23 min. per ep.,PG - Children,6634.0,7014,4112,7,180,1487,168,205,2072
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2668.0,2670,36569,184,2144,15626,2413,2272,14114
Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3911.0,934,158482,647,7266,100783,6039,8559,35835
Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,Studio Pierrot,Manga,25 min. per ep.,PG-13 - Teens 13 or older,5230.0,3254,25243,41,1335,13386,1350,1740,7432
Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1437.0,759,195978,2284,9373,106909,11295,11986,56415
Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,Production Reed,Manga,24 min. per ep.,G - All Ages,2871.0,3103,27718,141,1221,15384,1352,1595,8166
Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,2723.0,1771,73554,436,2047,53218,1823,2410,14056
Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 5, 2001 to Jan 18, 2002",Fall 2001,Gonzo,Original,22 min. per ep.,PG-13 - Teens 13 or older,1850.0,2326,47649,117,807,40117,720,601,5404
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,1037.0,1157,127239,2086,4987,70674,5094,4211,42273
Whistle!,7.39,"School, Shounen, Sports",TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,Studio Comet,Manga,24 min. per ep.,G - All Ages,1939.0,4545,12063,73,542,7300,498,603,3120
Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,Toei Animation,Game,23 min. per ep.,PG-13 - Teens 13 or older,6577.0,3838,17824,46,637,9556,812,1200,5619
Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,"Gallop, Studio Comet",Manga,25 min. per ep.,PG-13 - Teens 13 or older,231.0,638,229315,6949,14291,148516,7949,4915,53644
Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,Pastel,Manga,23 min. per ep.,PG-13 - Teens 13 or older,391.0,1095,134642,691,3055,114742,1279,751,14815
Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,Xebec,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3037.0,645,225891,1584,7492,154064,7241,11599,45495
Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,J.C.Staff,Light novel,24 min. per ep.,R+ - Mild Nudity,4444.0,1583,85634,259,3675,58233,3065,4208,16453
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,Daume,Original,23 min. per ep.,PG-13 - Teens 13 or older,2877.0,1008,147889,926,3832,109656,2687,4175,27539
Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,Daume,Original,25 min. per ep.,PG-13 - Teens 13 or older,4123.0,1699,77733,192,1717,60488,1470,2083,11975
Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,"Apr 3, 2002 to Dec 22, 2002",Spring 2002,"Madhouse, Imagin",Manga,15 min. per ep.,R+ - Mild Nudity,5608.0,3495,21968,51,959,12205,983,1638,6183
Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2105.0,1458,95801,602,4968,41984,4881,4861,39107
Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,TMS Entertainment,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1653.0,3426,22832,133,1595,9671,1528,1553,8485
Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,Bones,Original,23 min. per ep.,PG-13 - Teens 13 or older,803.0,528,271685,5716,12930,135944,14981,11858,95972
Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,Studio Deen,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,7783.0,3283,24902,35,1108,15177,1002,1630,5985
Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,Manglobe,Original,24 min. per ep.,R - 17+ (violence & profanity),105.0,86,892196,29414,59611,551621,45449,19921,215594
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,AIC,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2951.0,3255,25344,117,1161,11810,1207,1143,10023
R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1410.0,1971,61604,423,2391,32941,3095,2575,20602
Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,Studio Deen,Manga,24 min. per ep.,R+ - Mild Nudity,891.0,767,194975,3665,18777,97406,22563,17404,38825
Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,Xebec,Original,23 min. per ep.,PG-13 - Teens 13 or older,1521.0,2424,43756,420,2293,20469,2164,1736,17094
Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,"Jan 4, 2004 to Mar 28, 2004",Winter 2004,Arms,Original,25 min. per ep.,R+ - Mild Nudity,5005.0,3924,17246,33,712,9251,774,957,5552
Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,"Feb 26, 1986 to Apr 12, 1989",Winter 1986,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,535.0,120,735546,13454,37544,600337,27310,23902,46453
Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,"Feb 7, 1996 to Nov 19, 1997",Winter 1996,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5974.0,262,472177,1878,9834,408494,7582,21120,25147
Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,Arms,Manga,25 min. per ep.,R+ - Mild Nudity,1382.0,49,1187921,23830,36600,885356,27617,40191,198157
Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,Studio Deen,Original,25 min. per ep.,R - 17+ (violence & profanity),1158.0,490,286869,3283,18697,128781,18487,17659,103245
Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,ufotable,Manga,24 min. per ep.,R - 17+ (violence & profanity),3939.0,2957,30291,142,1164,17164,1498,1967,8498
Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,Toei Animation,Manga,24 min. per ep.,R - 17+ (violence & profanity),3550.0,2829,32762,155,1618,17231,1617,3016,9280
Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,"Chaos Project, GANSIS",Manga,12 min. per ep.,PG - Children,7429.0,5793,6599,6,308,2727,328,493,2743
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,Madhouse,Manga,25 min. per ep.,PG - Children,346.0,405,338021,12901,23012,214053,20936,14348,65672
Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,J.C.Staff,Manga,25 min. per ep.,G - All Ages,1152.0,3651,20155,262,1368,10846,1830,1509,4602
Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,"Apr 3, 2004 to Sep 25, 2004",Spring 2004,Tokyo Kids,Manga,24 min. per ep.,G - All Ages,4958.0,7451,3514,5,163,1873,168,288,1022
E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,"Apr 1, 2003 to Sep 23, 2003",Spring 2003,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5178.0,4193,14745,29,651,8175,837,1049,4033
Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,"Apr 17, 2005 to Apr 2, 2006",Spring 2005,Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,426.0,351,379048,9241,19890,190807,21434,17462,129455
Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,"Jul 19, 1997 to Jul 10, 1998",Summer 1997,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2072.0,2139,54580,273,2631,29742,2811,2913,16483
Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Gonzo,Novel,24 min. per ep.,R - 17+ (violence & profanity),342.0,767,193810,3521,9615,68806,8838,6263,100288
Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136.0,976,150618,1330,5448,78639,4887,4546,57098
Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,"Jul 5, 2004 to Sep 27, 2004",Summer 2004,AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,6170.0,1194,123337,329,4987,82265,4061,7118,24906
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,"Jan 6, 2004 to Mar 30, 2004",Winter 2004,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1822.0,2742,34951,210,1147,22258,1005,1006,9535
Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,"Oct 4, 2000 to Jan 10, 2001",Fall 2000,Studio Deen,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3562.0,1391,100585,1322,2643,74479,2326,5043,16094
Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39,"Jul 4, 2004 to May 15, 2005",Summer 2004,OLM,Novel,25 min. per ep.,G - All Ages,4105.0,5915,6279,20,398,1983,503,607,2788
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,"Jun 30, 1999 to Sep 17, 2000",Summer 1999,Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),44.0,184,589324,20870,44940,334925,32815,18032,158612
Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"Oct 13, 2001 to Sep 28, 2002",Fall 2001,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2474.0,1600,84354,381,5072,40997,6578,6987,24720
Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3462.0,3581,20801,123,1424,8301,1220,1248,8608
Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4993.0,1440,96555,262,3160,63592,2608,4370,22825
InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740.0,187,588434,17186,58693,317986,54480,47273,110002
Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0,1417,97615,1143,7577,49331,10474,11073,19160
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1032.0,1513,91225,1475,8890,37433,9055,8528,27319
Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,3366.0,2720,35303,149,1625,14233,1850,1998,15597
Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0,2987,29653,397,1349,14766,2043,1893,9602
Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153.0,1118,131435,439,5981,78151,4465,8534,34304
Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,"Apr 1, 2002 to Jun 30, 2002",Spring 2002,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5048.0,3355,23699,30,1018,14637,813,1172,6059
Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,"Jul 3, 2003 to Sep 28, 2003",Summer 2003,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4278.0,4410,13015,8,439,8507,343,330,3396
Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,"Oct 4, 2000 to Mar 27, 2002",Fall 2000,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,32.0,345,383603,15543,30922,221671,19458,9660,101892
Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,"Feb 6, 2003 to Apr 24, 2003",Winter 2003,J.C.Staff,Game,23 min. per ep.,PG-13 - Teens 13 or older,4435.0,4264,14072,26,624,7330,445,556,5117
Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,Madhouse,Game,25 min. per ep.,R - 17+ (violence & profanity),714.0,963,154185,2294,6307,72321,5672,5466,64419
Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,818.0,33,1286382,54386,207985,638922,130961,174710,133804
Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),1586.0,205,549632,5798,21198,378129,15518,16327,118460
Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,"Apr 16, 2003 to Sep 25, 2003",Spring 2003,Gonzo,Original,25 min. per ep.,PG-13 - Teens 13 or older,4887.0,4549,11943,22,582,5138,725,901,4597
Noir,7.31,"Action, Mystery, Drama",TV,26,"Apr 6, 2001 to Sep 28, 2001",Spring 2001,Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,2278.0,1475,94112,823,4002,40796,5187,5465,38662
Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,"Jan 10, 2003 to Mar 28, 2003",Winter 2003,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4700.0,3479,22151,38,945,7762,953,1008,11483
Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,"Oct 9, 2002 to Mar 19, 2003",Fall 2002,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2683.0,2531,40312,279,1525,22208,1945,2430,12204
Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,"May 4, 2004 to Jun 29, 2004",Spring 2004,"Imagin, Studio Live",Original,15 min. per ep.,R+ - Mild Nudity,8506.0,3713,19439,15,705,11763,552,889,5530
Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"Oct 5, 2001 to Dec 28, 2001",Fall 2001,"Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2860.0,2174,53422,198,2031,30964,1853,1793,16781
Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,"Sep 26, 2002 to Jan 16, 2003",Fall 2002,"Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2918.0,3042,28695,44,881,20303,767,675,6069
Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,"Oct 2, 2004 to Sep 24, 2005",Fall 2004,Group TAC,Game,20 min. per ep.,PG-13 - Teens 13 or older,4674.0,5009,9492,33,390,5169,637,1142,2154
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,"Oct 4, 2003 to Dec 27, 2003",Fall 2003,TMS Entertainment,Novel,24 min. per ep.,R - 17+ (violence & profanity),2999.0,2944,30547,114,1576,9714,1284,1134,16839
Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,51,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,Gallop,Manga,23 min. per ep.,G - All Ages,4306.0,8571,2213,9,155,547,279,362,870
Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,50,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,TMS Entertainment,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2317.0,4203,14584,72,976,5102,1084,1173,6249
Akage no Anne,7.7,"Slice of Life, Historical, Drama",TV,50,"Jan 7, 1979 to Dec 30, 1979",Winter 1979,Nippon Animation,Novel,25 min. per ep.,G - All Ages,1012.0,3492,22024,506,1154,8181,1042,778,10869
Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,Group TAC,Manga,25 min. per ep.,PG-13 - Teens 13 or older,3517.0,4622,11646,58,405,5825,486,485,4445
Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,"Oct 6, 2000 to Mar 22, 2001",Fall 2000,Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older,4422.0,3511,21754,71,1002,7082,1088,1252,11330
